id,text,fact_expressions,query_expressions,answer_expressions,fact_spans,query_spans
12225,双曲线$\frac{x^{2}}{b^{2}}-\frac{y^{2}}{a^{2}}=1$的两条渐近线互相垂直，那么该双曲线的离心率是?,"G: Hyperbola;Expression(G) = (x^2/b^2 - y^2/a^2 = 1);b: Number;a: Number;l1: Line;l2: Line;Asymptote(G) = {l1, l2};IsPerpendicular(l1, l2)",Eccentricity(G),sqrt(2),"[[[0, 46], [60, 63]], [[0, 46]], [[3, 46]], [[3, 46]], [], [], [[0, 52]], [[0, 56]]]","[[[60, 69]]]"
10782,双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1$的两条渐近线互相垂直，那么它的离心率为?,"G: Hyperbola;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);a: Number;b: Number;L1: Line;L2: Line;Asymptote(G) = {L1, L2};IsPerpendicular(L1, L2)",Eccentricity(G),sqrt(2),"[[[0, 46], [59, 60]], [[0, 46]], [[3, 46]], [[3, 46]], [], [], [[0, 52]], [[0, 56]]]","[[[59, 66]]]"
7076,双曲线$\frac{x^{2}}{144}-\frac{y^{2}}{b^{2}}=1$的两条渐近线互相垂直，那么它的离心率为?,"G: Hyperbola;b: Number;l1: Line;l2: Line;Expression(G) = (x^2/144 - y^2/b^2 = 1);Asymptote(G) = {l1, l2};IsPerpendicular(l1, l2)",Eccentricity(G),sqrt(2),"[[[0, 44], [57, 58]], [[3, 44]], [], [], [[0, 44]], [[0, 50]], [[0, 54]]]","[[[57, 64]]]"
5543,双曲线$\frac{x^{2}}{b^{2}}-\frac{y^{2}}{a^{2}}=1$的两条渐近线互相垂直，那么该双曲线的离心率为?,"G: Hyperbola;Expression(G) = (x^2/b^2 - y^2/a^2 = 1);b: Number;a: Number;l1: Line;l2: Line;Asymptote(G) = {l1, l2};IsPerpendicular(l1, l2)",Eccentricity(G),sqrt(2),"[[[0, 46], [60, 63]], [[0, 46]], [[3, 46]], [[3, 46]], [], [], [[0, 52]], [[0, 56]]]","[[[60, 69]]]"
10708,设双曲线的一个焦点为$F$; 虚轴的一个端点为$B$，如果直线$F B$与该双曲线的一条渐近线垂直，那么此双曲线的离心率为?,"G: Hyperbola;B: Point;F: Point;OneOf(Focus(G))=F;OneOf(Endpoint(ImageinaryAxis(G)))=B;IsPerpendicular(LineOf(F,B),OneOf(Asymptote(G)))",Eccentricity(G),,"[[[1, 4], [38, 41], [53, 56]], [[23, 26]], [[10, 13]], [[1, 13]], [[1, 26]], [[29, 49]]]","[[[53, 62]]]"
5487,"设双曲线的一个焦点为$F$，虚轴的一个端点为$B$, 如果直线$F B$与该双曲线的一条渐近线垂直，那么此双曲线的离心率为?","G: Hyperbola;B: Point;F: Point;OneOf(Focus(G)) = F;OneOf(Endpoint(ImageinaryAxis(G))) = B;IsPerpendicular(LineOf(F, B), OneOf(Asymptote(G)))",Eccentricity(G),(sqrt(5) + 1)/2,"[[[1, 4], [38, 41], [53, 56]], [[22, 25]], [[10, 13]], [[1, 13]], [[1, 25]], [[29, 49]]]","[[[53, 62]]]"
10601,"设双曲线的一个焦点为$F$, 虚轴的一个端点为$B$，如果直线$FB$与该双曲线的一条渐近线垂直，那么此双曲线的离心率为?","F: Point;B: Point;G: Hyperbola;OneOf(Focus(G)) = F;OneOf(Endpoint(ImageinaryAxis(G))) = B;IsPerpendicular(LineOf(F, B), OneOf(Asymptote(G)))",Eccentricity(G),(1 + sqrt(5))/2,"[[[10, 13]], [[23, 26]], [[1, 4], [37, 40], [52, 55]], [[1, 13]], [[1, 26]], [[29, 48]]]","[[[52, 61]]]"
2533,椭圆$\frac{x^{2}}{3}+\frac{y^{2}}{2}=1$的焦点坐标为?,G: Ellipse;Expression(G) = (x^2/3 + y^2/2 = 1),Coordinate(Focus(G)),"(pm*1,0)","[[[0, 37]], [[0, 37]]]","[[[0, 44]]]"
8764,椭圆$\frac{x^{2}}{3}+y^{2}=1$的焦点坐标是?,G: Ellipse;Expression(G) = (x^2/3 + y^2 = 1),Coordinate(Focus(G)),"(pm*sqrt(2),0)","[[[0, 27]], [[0, 27]]]","[[[0, 34]]]"
3896,椭圆$\frac{x^{2}}{16}+\frac{y^{2}}{25}=1$的焦点坐标为?,G: Ellipse;Expression(G) = (x^2/16 + y^2/25 = 1),Coordinate(Focus(G)),"(0,pm*3)","[[[0, 39]], [[0, 39]]]","[[[0, 46]]]"
13343,"点$P$是椭圆$\frac{x^{2}}{16}+\frac{y^{2}}{9}=1$上一点，$F_{1}$、$F_{2}$是其焦点，若$\angle F_{1} PF_{2}=90^{\circ}$ , $\Delta F_{1} PF_{2}$面积为?","G: Ellipse;F1: Point;P: Point;F2: Point;Expression(G) = (x^2/16 + y^2/9 = 1);PointOnCurve(P, G);Focus(G) = {F1,F2};AngleOf(F1,P,F2)=ApplyUnit(90,degree)","Area(TriangleOf(F1, P, F2))",9,"[[[5, 43], [63, 64]], [[47, 54]], [[0, 4]], [[55, 62]], [[5, 43]], [[0, 46]], [[47, 66]], [[68, 101]]]","[[[103, 128]]]"
10235,"点$P$是椭圆$\frac{x^{2}}{16}+\frac{y^{2}}{9}=1$上一点，$F_{1}$、$F_{2}$是其焦点，若$\angle F_{1} P F_{2}=90^{\circ}$, $\Delta F_{1} P F_{2}$面积为?","G: Ellipse;Expression(G) = (x^2/16 + y^2/9 = 1);P: Point;PointOnCurve(P, G);F1: Point;F2: Point;Focus(G) = {F1, F2};AngleOf(F1, P, F2) = ApplyUnit(90, degree)","Area(TriangleOf(F1, P, F2))",9,"[[[5, 43], [63, 64]], [[5, 43]], [[0, 4]], [[0, 46]], [[47, 54]], [[55, 62]], [[47, 66]], [[68, 101]]]","[[[103, 129]]]"
7381,已知椭圆$x^{2}+k y^{2}=3 k(k>0)$的一个焦点与抛物线$y^{2}=12 x$的焦点重合，则该椭圆的离心率是?,G: Parabola;H: Ellipse;k: Number;Expression(G) = (y^2 = 12*x);k>0;Expression(H) = (k*y^2 + x^2 = 3*k);OneOf(Focus(H))=Focus(G),Eccentricity(H),sqrt(3)/2,"[[[34, 49]], [[2, 28], [57, 59]], [[4, 28]], [[34, 49]], [[4, 28]], [[2, 28]], [[2, 54]]]","[[[57, 65]]]"
6294,已知椭圆$x^{2}+k y^{2}=3 k(k>0)$的一个焦点与抛物线$x=\frac{1}{12} y^{2}$的焦点重合，则该椭圆的离心率是?,H: Ellipse;Expression(H) = (k*y^2 + x^2 = 3*k);k: Number;k>0;G: Parabola;Expression(G) = (x = y^2/12);OneOf(Focus(H)) = Focus(G),Eccentricity(H),sqrt(3)/2,"[[[2, 28], [67, 69]], [[2, 28]], [[4, 28]], [[4, 28]], [[34, 59]], [[34, 59]], [[2, 64]]]","[[[67, 75]]]"
12539,已知椭圆$x^{2}+k y^{2}=3 k(k>0)$的一个焦点与抛物线$y^{2}=12 x$的焦点重合，则该椭圆的离心率是 ?,G: Parabola;H: Ellipse;k: Number;Expression(G) = (y^2 = 12*x);k>0;Expression(H) = (k*y^2 + x^2 = 3*k);OneOf(Focus(H)) = Focus(G),Eccentricity(H),sqrt(3)/2,"[[[34, 49]], [[2, 28], [57, 59]], [[4, 28]], [[34, 49]], [[4, 28]], [[2, 28]], [[2, 54]]]","[[[57, 66]]]"
13079,已知椭圆$x^{2}+k^{2}=3 k(k>0)$的一个焦点与抛物线$y^{2}=12 x$的焦点重合，则该椭圆的离心率是?,H: Ellipse;Expression(H) = (k^2 + x^2 = 3*k);k: Number;k>0;G: Parabola;Expression(G) = (y^2 = 12*x);OneOf(Focus(H)) = Focus(G),Eccentricity(H),sqrt(3)/2,"[[[2, 26], [55, 57]], [[2, 26]], [[4, 26]], [[4, 26]], [[32, 47]], [[32, 47]], [[2, 52]]]","[[[55, 63]]]"
246,已知椭圆$\frac{x^{2}}{36}+\frac{y^{2}}{9}=1$的左右两个焦点分别为$F_{1}$、$F_{2}$、$P$是椭圆上一点，且$\angle F_{1} P F_{2}=60^{\circ}$，则$\Delta F_{1} P F_{2}$的面积为?,"G: Ellipse;Expression(G) = (x^2/36 + y^2/9 = 1);LeftFocus(G) = F1;RightFocus(G) = F2;F1: Point;F2: Point;P: Point;PointOnCurve(P,G) = True;AngleOf(F1, P, F2) = ApplyUnit(60, degree)","Area(TriangleOf(F1, P, F2))",3*sqrt(3),"[[[2, 40], [70, 72]], [[2, 40]], [[2, 65]], [[2, 65]], [[50, 57]], [[58, 65]], [[66, 69]], [[66, 75]], [[77, 110]]]","[[[112, 139]]]"
3324,已知椭圆$\frac{x^{2}}{9}+\frac{y^{2}}{5}=1$的左右焦点分别为$F_{1}$、$F_{2}$，过点$F_{1}$的直线$l$交椭圆于$M$、$N$两点，则$\Delta F_{2} M N$的周长为?,"G: Ellipse;Expression(G) = (x^2/9 + y^2/5 = 1);F1: Point;F2: Point;LeftFocus(G) = F1;RightFocus(G) = F2;l: Line;PointOnCurve(F1, l);M: Point;N: Point;Intersection(l, G) = {M, N}","Perimeter(TriangleOf(F2, M, N))",12,"[[[2, 39], [79, 81]], [[2, 39]], [[47, 54], [64, 72]], [[55, 62]], [[2, 62]], [[2, 62]], [[73, 78]], [[63, 78]], [[82, 85]], [[86, 89]], [[73, 91]]]","[[[93, 116]]]"
8400,已知椭圆$\frac{x^{2}}{16}+\frac{y^{2}}{6}=1$的左右焦点分别为$F_{1}$、$F_{2}$，过右焦点$F_{2}$的直线$A B$与椭圆交于$A$、$B$两点，则$\Delta A B F_{1}$的周长为?,"G: Ellipse;B: Point;A: Point;F1: Point;F2: Point;Expression(G) = (x^2/16 + y^2/6 = 1);LeftFocus(G) = F1;RightFocus(G) = F2;PointOnCurve(F2, LineOf(A, B));Intersection(LineOf(A, B), G) = {A, B}","Perimeter(TriangleOf(A, B, F1))",16,"[[[2, 40], [84, 86]], [[92, 95]], [[88, 91]], [[48, 55]], [[56, 63], [68, 75]], [[2, 40]], [[2, 63]], [[2, 63]], [[64, 83]], [[76, 97]]]","[[[99, 122]]]"
4238,"已知椭圆$C$: $\frac{x^{2}}{4}+\frac{y^{2}}{m}=1(0<m<4)$的左右焦点分别为$F_{1}$、$F_{2}$，直线$l$过点$F_{2}$交椭圆$C$于$A$ , $B$两点. 则$\triangle A B F_{1}$的周长是?","C: Ellipse;Expression(C) = (x^2/4 + y^2/m = 1);m: Number;0 < m;m < 4;F1: Point;F2: Point;LeftFocus(C) = F1;RightFocus(C) = F2;l: Line;PointOnCurve(F2, l);A: Point;B: Point;Intersection(l, C) = {A, B}","Perimeter(TriangleOf(A, B, F1))",8,"[[[2, 51], [90, 95]], [[2, 51]], [[9, 51]], [[9, 51]], [[9, 51]], [[59, 66]], [[67, 74], [81, 89]], [[2, 74]], [[2, 74]], [[75, 80]], [[75, 89]], [[96, 99]], [[101, 105]], [[75, 107]]]","[[[110, 136]]]"
2165,已知椭圆$\frac{x^{2}}{9}+\frac{y^{2}}{5}=1$的左右焦点分别为$F_{1}$、$F_{2}$、$P$是椭圆上的一点，且$\angle F_{1} P F_{2}=60^{\circ}$，则$\Delta P F_{2} F_{1}$的面积是?,"G: Ellipse;P: Point;F2: Point;F1: Point;Expression(G) = (x^2/9 + y^2/5 = 1);LeftFocus(G) = F1;RightFocus(G) = F2;PointOnCurve(P, G);AngleOf(F1, P, F2) = ApplyUnit(60, degree)","Area(TriangleOf(P, F2, F1))",5*sqrt(3)/3,"[[[2, 39], [67, 69]], [[63, 66]], [[55, 62]], [[47, 54]], [[2, 39]], [[2, 62]], [[2, 62]], [[63, 73]], [[75, 108]]]","[[[110, 137]]]"
9136,"已知椭圆$C$: $\frac{x^{2}}{4}+\frac{y^{2}}{3}=1$的左右顶点分别为$A_{1}$、$A_{2}$、$P$为$C$任意一点，其中直线$P A_{1}$的斜率范围为$[-2,-1]$，则直线$P A_{2}$的斜率范围为?","C: Ellipse;Expression(C) = (x^2/4 + y^2/3 = 1);A1: Point;A2: Point;LeftVertex(C) = A1;RightVertex(C) = A2;P: Point;PointOnCurve(P, C) = True;Range(Slope(LineOf(P, A1))) = [-2, -1]","Range(Slope(LineOf(P, A2)))","[3/8,3/4]","[[[2, 44], [72, 75]], [[2, 44]], [[52, 59]], [[60, 67]], [[2, 67]], [[2, 67]], [[68, 71]], [[68, 79]], [[82, 108]]]","[[[110, 128]]]"
7186,"已知点$A(1, e)$和点$B(e, \frac{\sqrt{3}}{2})$都在椭圆$\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)$上，其中$e$为椭圆的离心率，则$e$=?","A: Point;Coordinate(A) = (1, e);B: Point;Coordinate(B) = (e, sqrt(3)/2);G: Ellipse;Expression(G) = (y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a > b;b > 0;PointOnCurve(A, G) = True;PointOnCurve(B, G) = True;e: Number;Eccentricity(G) = e",e,sqrt(2)/2,"[[[2, 12]], [[2, 12]], [[13, 40]], [[13, 40]], [[42, 94], [102, 104]], [[42, 94]], [[44, 94]], [[44, 94]], [[44, 94]], [[44, 94]], [[2, 95]], [[2, 95]], [[98, 101], [110, 113]], [[98, 108]]]","[[[110, 115]]]"
850,"设椭圆$C$: $\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)$恒过定点$A(1,2)$，则椭圆的中心到准线的距离的最小值?","C: Ellipse;a: Number;b: Number;A: Point;a > b;b > 0;Expression(C) = (y^2/b^2 + x^2/a^2 = 1);Coordinate(A) = (1, 2);PointOnCurve(A, C)","Min(Distance(Center(C), Directrix(C)))",sqrt(5) + 2,"[[[1, 58], [72, 74]], [[8, 58]], [[8, 58]], [[62, 70]], [[8, 58]], [[8, 58]], [[1, 58]], [[62, 70]], [[1, 70]]]","[[[72, 88]]]"
10382,"设椭圆$C$: $\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)$恒过定点$A(1,2)$,则椭圆的中心到准线的距离的最小值?","C: Ellipse;Expression(C) = (y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a > b;b > 0;A: Point;Coordinate(A) = (1, 2);PointOnCurve(A,C) = True","Min(Distance(Center(C),Directrix(C)))",sqrt(5)+2,"[[[1, 58], [72, 74]], [[1, 58]], [[8, 58]], [[8, 58]], [[8, 58]], [[8, 58]], [[62, 70]], [[62, 70]], [[1, 70]]]","[[[72, 88]]]"
13147,"设椭圆$C$: $\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)$恒过定点$A(1 , 2)$，则椭圆的中心到准线的距离的最小值?","C: Ellipse;b: Number;a: Number;a > b;b > 0;Expression(C) = (y^2/b^2 + x^2/a^2 = 1);A: Point;Coordinate(A)=(1, 2);PointOnCurve(A, C)","Min(Distance(Center(C),Directrix(C)))",,"[[[1, 58], [74, 76]], [[8, 58]], [[8, 58]], [[8, 58]], [[8, 58]], [[1, 58]], [[62, 72]], [[62, 72]], [[1, 72]]]","[[[74, 90]]]"
1527,已知双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{2}=1$的离心率为$\sqrt{3}$，则该双曲线的渐近线方程为?,G: Hyperbola;Expression(G) = (-y^2/2 + x^2/a^2 = 1);a: Number;Eccentricity(G) = sqrt(3),Expression(Asymptote(G)),y=pm*sqrt(2)*x,"[[[2, 44], [62, 65]], [[2, 44]], [[5, 44]], [[2, 59]]]","[[[62, 73]]]"
13843,"若双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$的渐近线方程为$y=\pm \sqrt{2} x$，则它的离心率为?",G: Hyperbola;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a>0;b>0;Expression(Asymptote(G)) = (y = pm*(sqrt(2)*x)),Eccentricity(G),sqrt(3),"[[[1, 57], [84, 85]], [[1, 57]], [[4, 57]], [[4, 57]], [[4, 57]], [[4, 57]], [[1, 82]]]","[[[84, 91]]]"
13661,"已知双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$的离心率为$\frac{2 \sqrt{6}}{3}$，顶点与椭圆$\frac{x^{2}}{8}+\frac{y^{2}}{5}=1$的焦点相同,那么该双曲线的焦点坐标为?渐近线方程为?",G: Hyperbola;a: Number;b: Number;H: Ellipse;a>0;b>0;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);Expression(H) = (x^2/8 + y^2/5 = 1);Eccentricity(G) = 2*sqrt(6)/3;Vertex(G) = Focus(H),Coordinate(Focus(G));Expression(Asymptote(G)),"(pm*2*sqrt(2), 0)
y = pm*(sqrt(15)/3)*x","[[[2, 58], [135, 138]], [[5, 58]], [[5, 58]], [[89, 126]], [[5, 58]], [[5, 58]], [[2, 58]], [[89, 126]], [[2, 85]], [[2, 131]]]","[[[135, 145]], [[135, 152]]]"
10737,"双曲线$C$:$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1  (a>0 , b>0)$的离心率为$\sqrt{3}$，则此双曲线的渐近线方程为?",C: Hyperbola;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a>0;b>0;Eccentricity(C) = sqrt(3),Expression(Asymptote(C)),y=pm*sqrt(2)*x,"[[[0, 63], [81, 84]], [[0, 63]], [[7, 63]], [[7, 63]], [[7, 63]], [[7, 63]], [[0, 78]]]","[[[81, 92]]]"
28,"若双曲线$C$: $\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$的离心率为$\sqrt{10}$，则双曲线$C$的渐近线方程为?",C: Hyperbola;a: Number;b: Number;a > 0;b > 0;Expression(C) = (x^2/a^2 - y^2/b^2 = 1);Eccentricity(C) = sqrt(10),Expression(Asymptote(C)),y = pm*3*x,"[[[1, 62], [80, 86]], [[9, 62]], [[9, 62]], [[9, 62]], [[9, 62]], [[1, 62]], [[1, 78]]]","[[[80, 94]]]"
507,已知双曲线$C$: $\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>b>0)$的离心率为$\frac{\sqrt{5}}{2}$，则$C$的渐近线方程为?,C: Hyperbola;a: Number;b: Number;a > b;b > 0;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);Eccentricity(C) = sqrt(5)/2,Expression(Asymptote(C)),y=pm*(1/2)*x,"[[[2, 60], [87, 90]], [[10, 60]], [[10, 60]], [[10, 60]], [[10, 60]], [[2, 60]], [[2, 85]]]","[[[87, 98]]]"
8116,已知双曲线$\frac{x^{2}}{16}-\frac{y^{2}}{b^{2}}=1$的离心率$e=\sqrt{2}$，则双曲线的渐近线方程为?,G: Hyperbola;Expression(G) = (x^2/16 - y^2/b^2 = 1);b: Number;e: Number;Eccentricity(G) = e;e = sqrt(2),Expression(Asymptote(G)),y=pm*x,"[[[2, 45], [63, 66]], [[2, 45]], [[5, 45]], [[49, 61]], [[2, 61]], [[49, 61]]]","[[[63, 74]]]"
3167,已知双曲线$C$:$ \frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1$的离心率为$\frac{\sqrt{5}}{2}$，则$C$的渐近线方程为?,C: Hyperbola;b: Number;a: Number;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);Eccentricity(C) = sqrt(5)/2,Expression(Asymptote(C)),y=pm*(1/2)*x,"[[[2, 53], [80, 83]], [[9, 53]], [[9, 53]], [[2, 53]], [[2, 78]]]","[[[80, 91]]]"
2947,"已知双曲线$C$: $\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$的离心率为$\frac{\sqrt{5}}{2}$，则双曲线$C$的渐近线方程为?",C: Hyperbola;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a>0;b>0;Eccentricity(C) = sqrt(5)/2,Expression(Asymptote(C)),x+pm*2*y=0,"[[[2, 63], [90, 96]], [[2, 63]], [[10, 63]], [[10, 63]], [[10, 63]], [[10, 63]], [[2, 88]]]","[[[90, 104]]]"
5944,已知双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1$的渐近线方程为$y=\pm \sqrt{3} x$，则它的离心率为?,G: Hyperbola;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;Expression(Asymptote(G)) = (y = pm*(sqrt(3)*x)),Eccentricity(G),2,"[[[2, 48], [75, 76]], [[2, 48]], [[5, 48]], [[5, 48]], [[2, 73]]]","[[[75, 82]]]"
9513,"已知双曲线$C$: $\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$的焦距为$4$ , $A(2,3)$为$C$上一点，则$C$的渐近线方程为?","C: Hyperbola;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a>0;b>0;FocalLength(C) = 4;A: Point;Coordinate(A) = (2, 3);PointOnCurve(A, C)",Expression(Asymptote(C)),y=pm*(sqrt(3))*x,"[[[2, 63], [82, 85], [90, 93]], [[2, 63]], [[10, 63]], [[10, 63]], [[10, 63]], [[10, 63]], [[2, 70]], [[73, 81]], [[73, 81]], [[73, 88]]]","[[[90, 101]]]"
282,"已知双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$的离心率为$e$，其渐近线方程为$y=\pm \frac{\sqrt{6}}{e} x$，则$e$=?",G: Hyperbola;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a>0;b>0;e: Number;Eccentricity(G) = e;Expression(Asymptote(G)) = (y = pm*x*sqrt(6)),e,sqrt(3),"[[[2, 58], [67, 68]], [[2, 58]], [[5, 58]], [[5, 58]], [[5, 58]], [[5, 58]], [[63, 66], [104, 107]], [[2, 66]], [[67, 102]]]","[[[104, 109]]]"
7603,已知双曲线$\frac{x^{2}}{m}-\frac{y^{2}}{4}=1(m>0)$的离心率为$\sqrt{3}$，则其渐近线方程为?,G: Hyperbola;m: Number;m>0;Expression(G) = (-y^2/4 + x^2/m = 1);Eccentricity(G) = sqrt(3),Expression(Asymptote(G)),y=pm*(sqrt(2)*x),"[[[2, 45], [62, 63]], [[5, 45]], [[5, 45]], [[2, 45]], [[2, 60]]]","[[[62, 70]]]"
13721,"设双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0 ,b>0)$的离心率为$\sqrt{3}$，且它的一条准线与抛物线$y^{2}=4 x$的准线重合，则此双曲线的渐近线方程为?",G: Hyperbola;b: Number;a: Number;H: Parabola;a>0;b>0;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);Expression(H) = (y^2 = 4*x);Eccentricity(G) = sqrt(3);OneOf(Directrix(G))=Directrix(H),Expression(Asymptote(G)),y=pm*sqrt(2)*x,"[[[1, 57], [74, 75], [103, 106]], [[4, 57]], [[4, 57]], [[81, 95]], [[4, 57]], [[4, 57]], [[1, 57]], [[81, 95]], [[1, 72]], [[74, 100]]]","[[[103, 114]]]"
10019,已知双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1$的离心率为$\frac{5}{3}$，则双曲线的渐近线方程为?,G: Hyperbola;b: Number;a: Number;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);Eccentricity(G) = 5/3,Expression(Asymptote(G)),y = pm*(4/3)*x,"[[[2, 48], [68, 71]], [[5, 48]], [[5, 48]], [[2, 48]], [[2, 66]]]","[[[68, 79]]]"
5714,"已知双曲线$C$: $\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1$ ,点$P(2 , 1)$在$C$的渐近线上，则$C$的离心率为?","C: Hyperbola;b: Number;a: Number;P: Point;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);Coordinate(P) = (2, 1);PointOnCurve(P, Asymptote(C))",Eccentricity(C),sqrt(5)/2,"[[[2, 53], [67, 70], [77, 80]], [[10, 53]], [[10, 53]], [[55, 66]], [[2, 53]], [[55, 66]], [[55, 75]]]","[[[77, 86]]]"
9482,若双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=-1$的离心率为$\sqrt{3}$，则两条渐近线的方程为?,G: Hyperbola;b: Number;a: Number;Expression(G) = (-y^2/b^2 + x^2/a^2 = -1);Eccentricity(G) = sqrt(3),Expression(Asymptote(G)),y = pm*x*sqrt(2)/2,"[[[1, 48]], [[4, 48]], [[4, 48]], [[1, 48]], [[1, 63]]]","[[[1, 75]]]"
11025,"若双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1  (a>0 , b>0)$的离心率为$\sqrt{5}$，则其渐近线方程为?",G: Hyperbola;b: Number;a: Number;a>0;b>0;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);Eccentricity(G) = sqrt(5),Expression(Asymptote(G)),2*x+pm*y=0,"[[[1, 60], [77, 78]], [[4, 60]], [[4, 60]], [[4, 60]], [[4, 60]], [[1, 60]], [[1, 75]]]","[[[77, 85]]]"
3461,若双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1$的离心率为$2$，则此双曲线的渐近线方程?,G: Hyperbola;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);a: Number;b: Number;Eccentricity(G) = 2,Expression(Asymptote(G)),y= pm*sqrt(3)*x,"[[[1, 47], [58, 61]], [[1, 47]], [[4, 47]], [[4, 47]], [[1, 55]]]","[[[58, 68]]]"
10654,"设双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1  (a>0 , b>0)$的离心率为$\sqrt{3}$，且它的一条准线与抛物线$y^{2}=4 x$的准线重合，则此双曲线的渐近线方程为?",G: Hyperbola;b: Number;a: Number;H: Parabola;a>0;b>0;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);Expression(H) = (y^2 = 4*x);Eccentricity(G) = sqrt(3);OneOf(Directrix(G))=Directrix(H),Expression(Asymptote(G)),y=pm*sqrt(2)*x,"[[[1, 60], [77, 78], [106, 109]], [[4, 60]], [[4, 60]], [[84, 98]], [[4, 60]], [[4, 60]], [[1, 60]], [[84, 98]], [[1, 75]], [[77, 103]]]","[[[106, 117]]]"
3966,"已知双曲线$C$: $\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$的离心率为$\frac{5}{3}$，则双曲线$C$的渐近线方程为?",C: Hyperbola;b: Number;a: Number;a>0;b>0;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);Eccentricity(C) = 5/3,Expression(Asymptote(C)),y=pm*(4/3)*x,"[[[2, 63], [83, 89]], [[9, 63]], [[9, 63]], [[9, 63]], [[9, 63]], [[2, 63]], [[2, 81]]]","[[[83, 97]]]"
11071,"双曲线$C$:$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1  (a>0 , b>0)$的离心率为$\sqrt {3}$，则此双曲线的渐近线方程为?",C: Hyperbola;b: Number;a: Number;a>0;b>0;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);Eccentricity(C) = sqrt(3),Expression(Asymptote(C)),y = pm*sqrt(2)*x,"[[[0, 63], [82, 85]], [[7, 63]], [[7, 63]], [[7, 63]], [[7, 63]], [[0, 63]], [[0, 79]]]","[[[82, 93]]]"
10792,若双曲线$C$: $\frac{x^{2}}{a^{2}}-\frac{y^{2}}{3}=1(a>0)$的离心率为$\sqrt{2}$，则抛物线$y^{2}=8 x$的焦点到$C$的渐近线距离是?,C: Hyperbola;Expression(C) = (-y^2/3 + x^2/a^2 = 1);a: Number;a>0;Eccentricity(C) = sqrt(2);G: Parabola;Expression(G) = (y^2 = 8*x),"Distance(Focus(G), Asymptote(C))",sqrt(2),"[[[1, 53], [88, 91]], [[1, 53]], [[9, 53]], [[9, 53]], [[1, 68]], [[70, 84]], [[70, 84]]]","[[[70, 99]]]"
